episode,mean score
1000,3745.23
2000,6994.6
3000,9222.06
4000,10474.7
5000,11636.1
6000,12502.7
7000,13921.1
8000,14544.5
9000,15342.1
10000,16228
11000,16934.5
12000,17458.7
13000,17918
14000,18208.6
15000,18360.2
16000,19195.6
17000,18823.7
18000,19371.8
19000,19904.2
20000,19444
21000,19948
22000,20303.3
23000,19955.8
24000,20024.1
25000,19959.8
26000,20262.8
